sample_id	unique_clones
110040277	5949
110040811	8706
110040851	6997
110040887	5319
110040958	2848
110040975	4306
110042592	6014
110042606	5560
110042713	11666
110042813	6775
110042935	10818
110044118	6375
110044155	5540
110044355	15955
110044376	4541
110044782	12887
110044786	6745
110044845	4395
110044978	9260
110046337	930
110046617	4679
110046912	4965
222693519	6095
22301641N	7729
888174491	3721
888179544	5581
888214522	11207
888262983	6583
888286853	5534
888287118	10587
888313858	1288
888333863	9456
888402542	2157
888407672	4161
888408987	5962
888436895	10390
888508776	9152
888559379	7660
888581247	7898
888624327	4365
888634432	11404
888640612	6825
888646440	5062
888647920	2438
888669369	5333
888696188	719
888703260	7978
888760853	15116
888777004	9022
888816126	7623
888921048	4289
888927334	4256
888943370	651
888945988	10401
888956204	7591
888976935	6562
888997753	5910
889005836	3847
889018176	5299
CE0005500	1465
CE0005604	6049
CE0005662	6900
CE0005786	8493
CE0005802	10421
CE0005876	2951
CE0005988	3904
CE0006103	7515
CE0006205	4980
CE0006233	5267
CE0006371	7544
CE0006394	7627
CE0006435	7536
CE0006481	4650
CE0006524	1677
CE0006547	6214
CE0006623	7519
CE0006705	6973
CE0006781	5256
CE0006829	9495
CE0006943	8554
CE0007007	3241
CE0007070	6545
CE0007129	6838
CE0007408	13584
CE0007424	3697
CE0007624	4364
CE0007765	493
CE0007769	8853
CE0007814	16742
CE0007821	2002
CE0007855	9424
CE0007865	10487
CE0007908	5640
CE0007925	8585
CE0008114	6582
CE0008136	509
CE0008202	1639
CE0008264	6455
CE0008375	5661
CE0008411	3833
CE0008484	5639
CE0008542	7521
CE0008593	750
CE0008661	3292
CE0008682	5402
CE0008817	6658
CE0008924	1690
CE0009275	5064
CE0009991	2335
RG1083	4380
RG1193	8660
RG1200	5813
RG1234	8471
RG1265	3575
RG1272	13280
RG1289	2511
RG1367	14367
RG1443	7462
RG1565	5270
RG1578	1638
RG1791	7504
RG1802	5575
RG1822	6354
RG1849	7815
RG1889	6805
RG1895	6997
RG1936	14584
RG2037	6393
RG2105	5766
RG2115	5717
RG2118	1714
RG2155	7969
RG2195	8708
RG2207	6560
RG2251	7125
RG2284	6335
RG2350	6510
RG2459	7286
RG2512	7551
RG2617	7698
RG2674	6556
RG2685	8430
RG2838	5252
RG2903	6605
RG3105	4904
RG3309	4801
RG3355	8654
RG3444	6044
RG3549	8083
RG3556	5696
RG3578	6790
RG3758	7257
RG3783	6238
RG3844	874
RG3945	2942
RG3948	5783
RG3956	9132
RG3987	8328
RG3995	6651
RG4094	7384
RG4543	4818
sample_id	0
SCT2601343	7846
SCT2794524	7905
SCT4168329	4095
SCT6222960	1731
SCT6338383	6036
SCT8789722	6716
SCT8995047	2738
SCT9160998	9000
